City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
239,Azul,AR,2021-12-08 20:33:29,-36.777,-59.8585,80.35,44,99,4.72,overcast clouds
240,Rayong,TH,2021-12-08 20:33:29,12.8333,101.4333,73.98,77,98,5.7,overcast clouds
241,Arraial Do Cabo,BR,2021-12-08 20:33:29,-22.9661,-42.0278,67.96,94,75,4.61,broken clouds
242,Ous,RU,2021-12-08 20:33:29,60.9058,61.5186,12.6,96,100,4.79,overcast clouds
243,Port Lincoln,AU,2021-12-08 20:33:30,-34.7333,135.8667,57.76,57,83,14.16,broken clouds
244,Kawalu,ID,2021-12-08 20:33:30,-7.3817,108.2082,73.96,95,100,0.94,overcast clouds
245,Fairbanks,US,2021-12-08 20:30:34,64.8378,-147.7164,10.74,89,90,3.44,light snow
246,Mengcheng,CN,2021-12-08 20:33:30,33.2579,116.5655,45.66,80,69,2.59,broken clouds
247,Toronto,CA,2021-12-08 20:32:28,43.7001,-79.4163,30.07,84,90,1.99,light snow
248,Lasa,IT,2021-12-08 20:33:31,46.6166,10.7002,33.26,96,100,2.19,snow
249,Kurilsk,RU,2021-12-08 20:33:31,45.2333,147.8833,33.93,65,8,3.36,clear sky
250,Mecca,SA,2021-12-08 20:32:28,21.4267,39.8261,75.11,72,57,6.04,broken clouds
251,Zhigansk,RU,2021-12-08 20:33:32,66.7697,123.3711,-20.04,96,99,10.38,overcast clouds
252,Berdigestyakh,RU,2021-12-08 20:33:32,62.0989,126.6992,-13.36,98,100,4.27,overcast clouds
253,Amga,RU,2021-12-08 20:33:32,60.8953,131.9608,-6.48,98,100,2.3,overcast clouds
254,Biak,ID,2021-12-08 20:33:33,-0.9131,122.8766,76.84,86,100,1.28,overcast clouds
255,Brigantine,US,2021-12-08 20:31:46,39.4101,-74.3646,42.04,65,1,5.75,clear sky
256,Avera,US,2021-12-08 20:33:33,33.194,-82.5271,54.91,74,70,11.48,broken clouds
257,Changping,CN,2021-12-08 20:33:34,40.2186,116.2197,35.24,96,100,0.31,light rain
258,Cedar City,US,2021-12-08 20:29:39,37.6775,-113.0619,47.37,61,90,20.71,overcast clouds
259,Berevoesti,RO,2021-12-08 20:33:34,45.2333,24.9167,33.03,87,15,4.0,few clouds
260,Dunmore Town,BS,2021-12-08 20:33:34,25.5,-76.65,77.77,80,4,5.44,clear sky
261,Tessalit,ML,2021-12-08 20:33:35,20.1986,1.0114,71.37,13,23,6.64,few clouds
262,Komsomolskiy,UZ,2021-12-08 20:33:35,40.4272,71.7189,36.82,43,0,3.06,clear sky
263,Nanakuli,US,2021-12-08 20:33:35,21.3906,-158.1547,84.15,69,1,9.22,clear sky
264,Loreto,MX,2021-12-08 20:31:08,22.2667,-101.9667,73.92,14,86,11.36,overcast clouds
265,Graham,US,2021-12-08 20:33:36,47.0529,-122.2943,46.78,76,75,1.01,broken clouds
266,Alofi,NU,2021-12-08 20:33:36,-19.0595,-169.9187,73.29,100,90,6.91,moderate rain
267,Ixtapa,MX,2021-12-08 20:33:36,20.7,-105.2,81.63,44,1,5.75,clear sky
268,Pevek,RU,2021-12-08 20:33:37,69.7008,170.3133,-18.71,97,100,2.95,overcast clouds
269,Husavik,IS,2021-12-08 20:33:37,66.0449,-17.3389,17.51,63,41,14.45,scattered clouds
270,Ust-Tsilma,RU,2021-12-08 20:33:37,65.441,52.1498,10.38,95,96,5.21,overcast clouds
271,Udachnyy,RU,2021-12-08 20:34:38,66.4167,112.4,-30.53,100,88,5.99,overcast clouds
272,Bathsheba,BB,2021-12-08 20:34:38,13.2167,-59.5167,83.01,69,40,20.71,scattered clouds
273,Pisco,PE,2021-12-08 20:34:38,-13.7,-76.2167,73.45,68,0,14.97,clear sky
274,Umm Kaddadah,SD,2021-12-08 20:34:39,13.6017,26.6876,68.41,17,0,18.68,clear sky
275,Kautokeino,NO,2021-12-08 20:34:39,69.0125,23.0412,-3.96,100,99,5.88,overcast clouds
276,Mae Ramat,TH,2021-12-08 20:34:39,16.984,98.5166,63.16,89,98,2.42,overcast clouds
277,Puerto Padre,CU,2021-12-08 20:34:40,21.195,-76.6028,88.81,59,32,10.31,scattered clouds
278,Fond Du Lac,US,2021-12-08 20:34:40,43.775,-88.4388,25.43,77,20,4.43,few clouds
279,Gombong,ID,2021-12-08 20:34:40,-7.6072,109.5142,77.65,87,99,1.61,overcast clouds
280,Petropavlovsk-Kamchatskiy,RU,2021-12-08 20:32:15,53.0452,158.6483,21.79,50,40,13.42,scattered clouds
281,Bandarbeyla,SO,2021-12-08 20:34:41,9.4942,50.8122,76.35,70,49,19.57,scattered clouds
282,Manokwari,ID,2021-12-08 20:34:41,-0.8667,134.0833,78.75,78,100,3.62,overcast clouds
283,Tonj,SS,2021-12-08 20:34:41,7.2737,28.6822,81.03,25,89,4.32,overcast clouds
284,Tucumcari,US,2021-12-08 20:34:42,35.1717,-103.725,66.04,18,1,25.32,clear sky
285,Novikovo,RU,2021-12-08 20:34:42,51.1537,37.8879,38.8,95,100,7.05,overcast clouds
286,Esil,KZ,2021-12-08 20:34:42,51.9556,66.4042,2.77,89,99,5.21,overcast clouds
287,Tezu,IN,2021-12-08 20:34:43,27.9167,96.1667,63.23,53,69,3.69,broken clouds
288,Rabo De Peixe,PT,2021-12-08 20:34:43,37.8,-25.5833,60.28,95,75,3.44,broken clouds
289,Ambilobe,MG,2021-12-08 20:34:43,-13.2,49.05,73.22,82,28,3.71,scattered clouds
290,Gao,ML,2021-12-08 20:34:43,16.6362,1.637,71.8,14,32,11.25,scattered clouds
291,Bridgeton,US,2021-12-08 20:34:44,39.4273,-75.2341,42.12,55,1,5.75,clear sky
292,Cabo San Lucas,MX,2021-12-08 20:32:06,22.8909,-109.9124,86.5,50,40,7.0,scattered clouds
293,Stornoway,GB,2021-12-08 20:34:44,58.2093,-6.3865,38.03,90,71,1.01,broken clouds
294,Baruun-Urt,MN,2021-12-08 20:34:44,46.6806,113.2792,21.4,67,100,7.83,overcast clouds
295,Coquimbo,CL,2021-12-08 20:34:45,-29.9533,-71.3436,65.93,63,0,13.8,clear sky
296,Alta Floresta,BR,2021-12-08 20:31:10,-9.8756,-56.0861,84.02,74,40,4.61,scattered clouds
297,Nanortalik,GL,2021-12-08 20:34:45,60.1432,-45.2371,26.28,82,97,14.79,overcast clouds
298,Curillo,CO,2021-12-08 20:34:46,1.0333,-75.9191,82.83,76,99,3.4,overcast clouds
299,Ancud,CL,2021-12-08 20:31:37,-41.8697,-73.8203,80.22,63,3,7.2,clear sky
300,La Ronge,CA,2021-12-08 20:30:11,55.1001,-105.2842,1.65,78,90,8.05,light snow
301,Kipini,KE,2021-12-08 20:34:46,-2.5257,40.5262,82.69,75,87,8.61,light rain
302,Evensk,RU,2021-12-08 20:34:46,61.95,159.2333,-24.29,75,95,10.69,overcast clouds
303,Harper,LR,2021-12-08 20:34:47,4.375,-7.7169,80.29,82,59,9.82,broken clouds
304,Cockburn Town,TC,2021-12-08 20:34:47,21.4612,-71.1419,80.56,69,40,11.5,scattered clouds
305,Mweka,CD,2021-12-08 20:34:47,-4.85,21.5667,68.43,99,75,1.41,light rain
306,Kashi,CN,2021-12-08 20:34:48,39.4547,75.9797,40.21,26,16,11.18,few clouds
307,Bambanglipuro,ID,2021-12-08 20:34:48,-7.95,110.2833,77.41,87,63,1.97,broken clouds
308,Rio Grande,BR,2021-12-08 20:34:48,-32.035,-52.0986,77.11,62,6,14.03,clear sky
309,Mayo,US,2021-12-08 20:31:15,38.8876,-76.5119,44.71,70,20,1.01,few clouds
310,Itaituba,BR,2021-12-08 20:34:49,-4.2761,-55.9836,91.56,58,40,0.0,scattered clouds
311,Dickson,US,2021-12-08 20:34:49,36.077,-87.3878,52.21,30,1,6.91,clear sky
312,Sur,OM,2021-12-08 20:34:49,22.5667,59.5289,74.17,45,44,8.95,scattered clouds
313,Chupa,RU,2021-12-08 20:32:11,66.27,33.0549,12.16,95,100,6.49,overcast clouds
314,Victoria,HK,2021-12-08 20:33:08,22.2855,114.1577,67.98,83,34,3.0,scattered clouds
315,Palmas,BR,2021-12-08 20:34:50,-10.2128,-48.3603,75.07,94,75,4.61,broken clouds
316,Broken Hill,AU,2021-12-08 20:34:50,-31.95,141.4333,51.51,50,0,13.8,clear sky
317,Sidney,AU,2021-12-08 20:32:17,-33.8679,151.2073,62.71,95,75,1.01,light rain
318,Dalian,CN,2021-12-08 20:34:51,38.9122,121.6022,49.62,76,0,4.47,clear sky
319,Molteno,ZA,2021-12-08 20:35:51,-31.3968,26.3625,59.23,89,91,4.56,overcast clouds
320,Westport,US,2021-12-08 20:35:29,41.1415,-73.3579,41.79,78,90,7.0,overcast clouds
321,Isangel,VU,2021-12-08 20:35:51,-19.55,169.2667,80.71,83,40,0.0,scattered clouds
322,Tayu,ID,2021-12-08 20:35:52,-6.5397,111.0518,76.68,90,100,7.76,light rain
323,Bella Union,UY,2021-12-08 20:35:52,-30.2752,-57.6007,93.04,19,0,8.72,clear sky
324,Codrington,AU,2021-12-08 20:35:52,-38.2667,141.9667,56.41,62,58,18.01,broken clouds
325,Guasdualito,VE,2021-12-08 20:35:53,7.2424,-70.7324,89.6,51,40,6.91,scattered clouds
326,Plettenberg Bay,ZA,2021-12-08 20:35:53,-34.0527,23.3716,65.32,90,77,7.23,broken clouds
327,Kristianstad,SE,2021-12-08 20:35:53,56.0313,14.1524,34.18,94,90,11.5,overcast clouds
328,San Cristobal,VE,2021-12-08 20:35:54,7.7669,-72.225,77.18,54,98,0.51,overcast clouds
329,Dosso,NE,2021-12-08 20:35:54,13.049,3.1937,73.94,15,3,10.13,clear sky
330,Kaeo,NZ,2021-12-08 20:35:54,-35.1,173.7833,67.32,93,99,3.49,overcast clouds
331,Lorengau,PG,2021-12-08 20:35:54,-2.0226,147.2712,80.42,85,100,17.02,overcast clouds
332,Sioux Lookout,CA,2021-12-08 20:35:55,50.1001,-91.917,7.18,72,75,3.44,broken clouds
333,Divnomorskoye,RU,2021-12-08 20:35:55,44.5011,38.1353,53.06,88,57,5.64,broken clouds
334,Berlevag,NO,2021-12-08 20:32:31,70.8578,29.0864,15.75,62,0,28.77,clear sky
335,Healdsburg,US,2021-12-08 20:35:55,38.6105,-122.8692,56.1,83,75,1.99,mist
336,Rawah,IQ,2021-12-08 20:35:56,34.4816,41.9093,56.03,26,46,8.16,scattered clouds
337,Teguldet,RU,2021-12-08 20:35:56,57.3064,88.1667,0.19,94,100,7.09,overcast clouds
338,Nemuro,JP,2021-12-08 20:35:56,43.3236,145.575,38.57,63,99,7.45,overcast clouds
339,Derzhavinsk,KZ,2021-12-08 20:35:57,51.1,66.3167,1.6,82,100,6.2,overcast clouds
340,Luancheng,CN,2021-12-08 20:35:57,37.8792,114.6517,35.76,88,89,4.03,overcast clouds
341,Padang,ID,2021-12-08 20:32:29,-0.9492,100.3543,77.41,87,67,4.18,broken clouds
342,Carnarvon,AU,2021-12-08 20:35:57,-24.8667,113.6333,71.67,88,90,12.66,overcast clouds
343,Haines Junction,CA,2021-12-08 20:35:58,60.7522,-137.5108,-0.45,85,100,2.3,overcast clouds
344,Kavieng,PG,2021-12-08 20:35:58,-2.5744,150.7967,80.4,86,100,21.14,moderate rain
345,Zhanaozen,KZ,2021-12-08 20:35:58,43.3,52.8,42.39,55,8,29.68,clear sky
346,Sept-Iles,CA,2021-12-08 20:35:58,50.2001,-66.3821,5.05,69,75,4.0,broken clouds
347,Martin,US,2021-12-08 20:35:59,27.0837,-80.4164,85.95,54,0,1.99,clear sky
348,Atherton,GB,2021-12-08 20:35:59,53.5237,-2.4935,45.95,91,98,8.99,light rain
349,Yangambi,CD,2021-12-08 20:35:59,0.8102,24.4336,70.65,95,75,0.65,broken clouds
350,Georgetown,MY,2021-12-08 20:34:16,5.4112,100.3354,79.9,82,20,3.0,few clouds
351,San Carlos De Bariloche,AR,2021-12-08 20:36:00,-41.1456,-71.3082,78.55,22,20,10.36,few clouds
352,Labuhan,ID,2021-12-08 20:36:00,-6.8844,112.2051,78.87,84,100,8.86,overcast clouds
353,Garowe,SO,2021-12-08 20:36:00,8.4054,48.4845,69.3,66,96,13.42,overcast clouds
354,Fukue,JP,2021-12-08 20:36:01,32.6881,128.8419,57.83,60,1,18.63,clear sky
355,Sao Joao Da Barra,BR,2021-12-08 20:36:01,-21.6403,-41.0511,69.89,91,100,7.83,overcast clouds
356,Pochutla,MX,2021-12-08 20:36:02,15.7432,-96.4661,89.82,51,30,7.11,scattered clouds
357,Turkmenabat,TM,2021-12-08 20:36:02,39.0733,63.5786,43.36,50,0,9.24,clear sky
358,Longyearbyen,SJ,2021-12-08 20:33:21,78.2186,15.6401,24.64,86,40,3.44,scattered clouds
359,Nalut,LY,2021-12-08 20:36:03,30.3333,10.85,50.99,24,25,11.54,scattered clouds
360,Tilichiki,RU,2021-12-08 20:36:03,60.4667,166.1,-10.53,99,87,6.98,overcast clouds
361,Qasigiannguit,GL,2021-12-08 20:36:04,68.8193,-51.1922,9.52,80,100,5.61,overcast clouds
362,Fanzeres,PT,2021-12-08 20:36:04,41.1709,-8.5257,51.51,86,40,8.01,scattered clouds
363,Klaksvik,FO,2021-12-08 20:36:04,62.2266,-6.589,40.12,78,100,28.05,overcast clouds
364,Takoradi,GH,2021-12-08 20:36:05,4.8845,-1.7554,80.69,82,5,6.96,clear sky
365,Noumea,NC,2021-12-08 20:36:05,-22.2763,166.4572,81.0,99,0,3.33,clear sky
366,Marau,BR,2021-12-08 20:36:05,-28.4492,-52.2,76.98,36,0,9.46,clear sky
367,Kindu,CD,2021-12-08 20:36:06,-2.95,25.95,68.43,100,100,1.77,moderate rain
368,Dakar,SN,2021-12-08 20:33:32,14.6937,-17.4441,76.08,78,76,4.61,broken clouds
369,Hamamatsu,JP,2021-12-08 20:37:06,34.7,137.7333,47.01,90,83,1.99,broken clouds
370,Balkhash,KZ,2021-12-08 20:37:06,46.844,74.9804,15.39,61,0,13.91,clear sky
371,Andenes,NO,2021-12-08 20:37:07,69.3143,16.1194,17.58,73,0,12.66,clear sky
372,Dicabisagan,PH,2021-12-08 20:37:07,17.0818,122.4157,72.18,82,100,10.11,overcast clouds
373,Arman,RU,2021-12-08 20:37:07,59.7,150.1667,-24.99,81,1,10.29,clear sky
374,Puerto Del Rosario,ES,2021-12-08 20:37:08,28.5004,-13.8627,65.95,63,40,17.27,scattered clouds
375,Santa Maria,BR,2021-12-08 20:34:17,-29.6842,-53.8069,81.7,36,0,18.41,clear sky
376,Cherskiy,RU,2021-12-08 20:37:08,68.75,161.3,-43.85,99,100,3.53,overcast clouds
377,Hargeysa,SO,2021-12-08 20:37:08,9.56,44.065,56.46,82,6,8.59,clear sky
378,Caldwell,US,2021-12-08 20:33:41,43.6629,-116.6874,51.53,79,1,0.0,clear sky
379,Hoquiam,US,2021-12-08 20:37:09,46.9809,-123.8893,48.92,68,20,9.22,few clouds
380,Lavrentiya,RU,2021-12-08 20:37:09,65.5833,-171.0,-8.09,95,56,8.84,broken clouds
381,Lazaro Cardenas,MX,2021-12-08 20:37:09,17.9583,-102.2,84.42,62,35,6.64,scattered clouds
382,Raposa,BR,2021-12-08 20:37:09,-6.5167,-44.1833,75.9,85,100,2.33,overcast clouds
383,Viedma,AR,2021-12-08 20:37:10,-40.8135,-62.9967,55.89,84,100,22.03,light rain
384,Touros,BR,2021-12-08 20:33:10,-5.1989,-35.4608,85.1,75,27,13.67,scattered clouds
385,Provideniya,RU,2021-12-08 20:37:10,64.3833,-173.3,6.91,78,90,24.61,overcast clouds
386,Bengkulu,ID,2021-12-08 20:37:10,-3.8004,102.2655,74.68,91,59,4.56,light rain
387,Quatre Cocos,MU,2021-12-08 20:37:11,-20.2078,57.7625,78.1,72,36,10.29,scattered clouds
388,Mana,GF,2021-12-08 20:37:11,5.6592,-53.7767,77.81,90,100,7.65,light rain
389,Nipawin,CA,2021-12-08 20:37:11,53.3668,-104.0009,8.64,85,90,19.57,light snow
390,Ucluelet,CA,2021-12-08 20:37:12,48.9329,-125.5528,41.09,87,98,1.99,overcast clouds
391,San Juan Nepomuceno,CO,2021-12-08 20:37:12,9.9516,-75.082,88.34,55,36,3.44,scattered clouds
392,Fort Dodge,US,2021-12-08 20:37:12,42.4975,-94.168,35.46,47,1,4.61,clear sky
393,Redmond,US,2021-12-08 20:37:13,47.674,-122.1215,48.92,85,59,1.01,broken clouds
394,Aleksandrov Gay,RU,2021-12-08 20:37:13,50.147,48.5704,35.53,82,7,18.75,clear sky
395,Xudat,AZ,2021-12-08 20:37:13,41.631,48.681,50.72,70,0,8.75,clear sky
396,Kitami,JP,2021-12-08 20:37:13,43.8031,143.8908,30.2,80,20,3.51,few clouds
397,Rovaniemi,FI,2021-12-08 20:37:14,66.5,25.7167,4.41,85,0,5.75,clear sky
398,Charagua,BO,2021-12-08 20:37:14,-19.8,-63.2167,81.97,34,97,3.58,overcast clouds
399,Maceio,BR,2021-12-08 20:37:14,-9.6658,-35.7353,85.44,70,20,17.27,few clouds
400,Zlitan,LY,2021-12-08 20:37:15,32.4674,14.5687,60.44,26,86,12.88,overcast clouds
401,Hamilton,US,2021-12-08 20:33:19,39.1834,-84.5333,42.42,59,1,3.0,clear sky
402,Norman Wells,CA,2021-12-08 20:37:15,65.282,-126.8329,10.44,85,90,11.5,light snow
403,Fuerte Olimpo,PY,2021-12-08 20:37:15,-21.0415,-57.8738,98.85,19,6,10.25,clear sky
404,Verkhnyaya Toyma,RU,2021-12-08 20:37:16,62.2349,44.9985,7.93,99,100,1.86,overcast clouds
405,Rio Gallegos,AR,2021-12-08 20:37:16,-51.6226,-69.2181,60.85,41,0,29.93,clear sky
406,Katherine,AU,2021-12-08 20:37:16,-14.4667,132.2667,77.32,88,63,6.91,broken clouds
407,Waipawa,NZ,2021-12-08 20:37:16,-41.4122,175.5153,65.03,71,84,10.02,broken clouds
408,Saint-Francois,FR,2021-12-08 20:37:17,46.4154,3.9054,39.47,92,75,5.75,broken clouds
409,Myszkow,PL,2021-12-08 20:37:17,50.5752,19.3246,25.5,95,100,10.11,overcast clouds
410,Zamora,EC,2021-12-08 20:37:17,-4.0692,-78.9567,87.04,74,100,3.02,light rain
411,Gazli,UZ,2021-12-08 20:37:18,40.1333,63.45,40.82,65,0,13.53,clear sky
412,Nenjiang,CN,2021-12-08 20:37:18,49.1833,125.2167,6.85,96,37,4.81,scattered clouds
413,Agirish,RU,2021-12-08 20:37:18,61.9247,63.0231,6.13,90,96,5.41,overcast clouds
414,Filingue,NE,2021-12-08 20:37:19,14.3521,3.3168,76.03,12,34,8.93,scattered clouds
415,Pontianak,ID,2021-12-08 20:37:19,-0.0333,109.3333,73.38,100,90,2.3,mist
416,Aykhal,RU,2021-12-08 20:38:19,66.0,111.5,-24.45,100,73,7.61,broken clouds
417,Norsup,VU,2021-12-08 20:38:19,-16.0667,167.3833,82.96,76,54,7.2,broken clouds
418,Kulhudhuffushi,MV,2021-12-08 20:38:20,6.6221,73.07,80.55,75,61,2.98,broken clouds
419,Gimli,CA,2021-12-08 20:38:20,50.6336,-96.9907,7.43,78,100,13.8,light snow
420,Ferme-Neuve,CA,2021-12-08 20:38:20,46.7001,-75.4493,17.38,86,100,6.15,overcast clouds
421,Port Blair,IN,2021-12-08 20:38:21,11.6667,92.75,78.89,75,46,12.68,scattered clouds
422,Monze,ZM,2021-12-08 20:38:21,-16.2833,27.4833,74.05,41,12,5.32,few clouds
423,Kushiro,JP,2021-12-08 20:38:21,42.975,144.3747,33.57,73,100,4.03,overcast clouds
424,Atocha,BO,2021-12-08 20:38:22,-20.9333,-66.2333,57.29,53,98,10.74,overcast clouds
425,Oregon City,US,2021-12-08 20:35:09,45.3573,-122.6068,50.41,78,75,1.99,broken clouds
426,Palana,RU,2021-12-08 20:38:22,59.1167,159.9667,7.9,80,100,15.19,light snow
427,Beipiao,CN,2021-12-08 20:38:22,41.7919,120.7792,32.34,54,100,6.24,overcast clouds
428,Anadyr,RU,2021-12-08 20:38:23,64.75,177.4833,3.7,77,75,13.42,light snow
429,Gat,IL,2021-12-08 20:38:04,31.61,34.7642,59.77,31,92,19.44,overcast clouds
430,Bereda,ES,2021-12-08 20:38:23,43.2686,-7.5406,47.91,100,100,5.95,overcast clouds
431,Presidente Medici,BR,2021-12-08 20:38:24,-11.1753,-61.9014,82.35,83,94,1.28,overcast clouds
432,Santiago Del Estero,AR,2021-12-08 20:38:24,-27.7951,-64.2615,88.81,29,97,6.08,overcast clouds
433,Matara,LK,2021-12-08 20:38:24,5.9485,80.5353,75.76,91,100,7.16,overcast clouds
434,Saint George,US,2021-12-08 20:38:25,37.1041,-113.5841,57.43,63,90,1.01,overcast clouds
435,Emerald,AU,2021-12-08 20:38:25,-23.5333,148.1667,82.98,72,0,0.0,clear sky
436,Banda Aceh,ID,2021-12-08 20:38:25,5.5577,95.3222,77.74,85,100,9.6,overcast clouds
437,Beroroha,MG,2021-12-08 20:38:26,-21.6667,45.1667,78.96,51,0,1.66,clear sky
438,Weyburn,CA,2021-12-08 20:35:02,49.6668,-103.8511,30.18,80,62,21.85,broken clouds
439,Grand-Lahou,CI,2021-12-08 20:38:26,5.1367,-5.0242,80.4,83,21,9.53,few clouds
440,The Valley,AI,2021-12-08 20:38:26,18.217,-63.0578,84.06,69,40,12.66,scattered clouds
441,Shaowu,CN,2021-12-08 20:38:26,27.3409,117.4831,49.01,82,13,0.94,few clouds
442,Osinovo,RU,2021-12-08 20:38:27,55.8809,48.881,32.09,97,100,10.94,overcast clouds
443,Macusani,PE,2021-12-08 20:38:27,-14.0833,-70.4333,45.09,79,99,6.33,overcast clouds
444,Shangqiu,CN,2021-12-08 20:38:28,34.45,115.65,43.02,78,21,2.37,few clouds
445,Pokhara,NP,2021-12-08 20:38:28,28.2333,83.9833,54.95,35,0,5.41,clear sky
446,Guadalupe Victoria,MX,2021-12-08 20:38:28,32.2869,-115.105,74.48,24,12,2.3,few clouds
447,Polunochnoye,RU,2021-12-08 20:38:28,60.8697,60.4153,6.42,94,100,2.91,overcast clouds
448,Antofagasta,CL,2021-12-08 20:38:29,-23.65,-70.4,65.48,73,56,11.3,broken clouds
449,Kurumkan,RU,2021-12-08 20:38:29,54.3,110.3,14.61,87,59,6.15,broken clouds
450,Shubarshi,KZ,2021-12-08 20:38:29,48.5872,57.1869,23.36,53,100,17.13,overcast clouds
451,Dvurechensk,RU,2021-12-08 20:38:30,56.5982,61.0953,17.98,82,99,7.81,overcast clouds
452,Heihe,CN,2021-12-08 20:38:30,50.2441,127.4902,16.38,95,52,6.78,broken clouds
453,Yangshan,CN,2021-12-08 20:38:30,28.7615,115.0287,51.93,68,100,0.49,overcast clouds
454,Tevaitoa,PF,2021-12-08 20:38:31,-16.7833,-151.5,81.28,76,59,14.23,broken clouds
455,Campos Novos,BR,2021-12-08 20:38:31,-27.4017,-51.225,71.42,43,0,4.88,clear sky
456,Bogorodskoye,RU,2021-12-08 20:38:31,56.55,37.8833,12.09,99,86,5.1,overcast clouds
457,Talnakh,RU,2021-12-08 20:38:32,69.4865,88.3972,9.21,98,100,11.36,snow
458,Tarnogskiy Gorodok,RU,2021-12-08 20:38:32,60.4997,43.5761,1.65,98,65,4.34,broken clouds
459,Mumbwa,ZM,2021-12-08 20:38:33,-14.9783,27.0619,73.83,39,52,5.99,broken clouds
460,Rimouski,CA,2021-12-08 20:35:22,48.4488,-68.524,8.28,70,100,2.91,overcast clouds
461,Morehead,US,2021-12-08 20:38:33,37.2711,-87.1764,50.14,44,1,5.01,clear sky
462,Guhagar,IN,2021-12-08 20:38:33,17.4842,73.1929,73.56,66,0,4.99,clear sky
463,Byron Bay,AU,2021-12-08 20:39:34,-28.65,153.6167,73.06,83,7,3.06,clear sky
464,Pangkalanbuun,ID,2021-12-08 20:39:34,-2.6833,111.6167,73.96,98,86,2.04,overcast clouds
465,Vicuna,CL,2021-12-08 20:39:34,-30.0319,-70.7081,58.73,30,0,7.85,clear sky
466,Olinda,BR,2021-12-08 20:39:34,-8.0089,-34.8553,82.13,74,75,6.91,broken clouds
467,Gamba,GA,2021-12-08 20:39:35,-2.65,10.0,77.97,91,49,3.74,scattered clouds
468,Shenjiamen,CN,2021-12-08 20:39:35,29.9576,122.298,58.19,74,100,4.29,overcast clouds
469,Castanos,MX,2021-12-08 20:39:35,26.7833,-101.4167,78.35,28,40,0.0,scattered clouds
470,Arroyo,ES,2021-12-08 20:39:36,41.6096,-4.7969,39.15,81,40,11.5,scattered clouds
471,Rijeka,HR,2021-12-08 20:39:36,45.3431,14.4092,47.59,85,75,8.05,moderate rain
472,Kamenka,RU,2021-12-08 20:39:37,51.3223,42.7678,36.75,83,100,14.14,overcast clouds
473,Sokoni,TZ,2021-12-08 20:39:37,-6.4333,39.55,80.47,76,100,11.77,light rain
474,Bungu,TZ,2021-12-08 20:39:37,-7.6337,39.0582,72.99,95,96,3.13,overcast clouds
475,Okato,NZ,2021-12-08 20:39:38,-39.2,173.8833,71.42,84,98,6.08,light rain
476,Chimbarongo,CL,2021-12-08 20:39:38,-34.7,-71.05,86.38,17,2,13.42,clear sky
